case_id,main_analytic,issue_check_pass,attention_pass,major_party_identifier,intent,vignette,candidate_party,party_bloc,party_id_detail,ingroup3,state,sex,sex_num,age,edu,hincome,ideology,ft_rul,ft_opp,cm_1,cm_2,cm_3,cm_4,cm_5,cm_1_bin,cm_2_bin,cm_3_bin,cm_4_bin,cm_5_bin,conspiracy,conspiracy_z,conspiracy_full,conspiracy_additive,negative,enthusiasm,competent,sincere,trustworthy,undemocratic_perception
965,1,1,0,0,2,Court,opposition,Independent,No party ID,Independent,QLD,female,0,22,1,0.42857142857142855,,0.5,0.5,16,4,4,4,3,1,1,1,1,0,0.1304803093185596,0.14391294679730818,0.0952710376400065,4,0,0,0.5,0.5,0.5,0.5
966,1,1,1,1,4,Protests,ruling,opposition,Coalition,Out-group,SA,male,1,56,1.5,0.7857142857142857,0.6666666666666666,0.32,0.41,17,5,4,5,5,1,1,1,1,1,1.4033399055944191,1.547810410835853,1.3888678094333475,5,0.5,0.5,0.75,0.75,0.75,0.25
967,1,1,0,1,0,Election,opposition,ruling,Labor,Out-group,NSW,female,0,43,1,0.9285714285714286,0.5,0.92,0.74,17,4,2,2,4,1,1,0,0,1,-0.41525435783753795,-0.4580038062365592,-0.4413641801983773,3,0.25,0,0,0,0,1
968,1,1,1,1,0,Election,opposition,ruling,Labor,Out-group,NSW,female,0,53,0.5,0.5714285714285714,0.8333333333333334,0.9,0,16,2,2,3,1,1,0,0,0,0,-1.5251995625417596,-1.6822152296057473,-1.5524318569438735,1,0,0,0.25,0.25,0.5,1
969,0,0,1,0,2,Control,ruling,Independent,No party ID,Independent,VIC,female,0,62,1,0.42857142857142855,0.5,0.35,0.72,17,4,2,4,4,1,1,0,1,1,,,0.22716493853712033,4,0,0,1,1,1,0
970,1,1,1,0,3,Protests,ruling,Independent,No party ID,Independent,NSW,male,1,60,1,0.42857142857142855,0.6666666666666666,0.7,0,16,2,5,4,3,1,0,1,1,0,0.004278152575635911,0.004718578207115756,-0.01955417939546292,3,0,0.25,0.5,0.75,0.75,0.25
971,1,1,1,1,3,Control,ruling,opposition,Coalition,Out-group,NSW,female,0,64,0.5,0.14285714285714285,0.6666666666666666,0.05,0.4,17,4,3,5,5,1,1,0,1,1,1.0716562175091384,1.181980676018063,1.0753764850349938,4,0.125,0,1,1,1,0.25
972,1,1,1,0,4,Court,opposition,Independent,No party ID,Independent,ACT,female,0,64,1.5,0.35714285714285715,0.5,0.9,0.025,16,4,4,4,2,1,1,1,1,0,-0.20333608765446898,-0.22426905421527835,-0.24795680556970548,4,0.625,0.5,0.75,0.75,0.25,1
973,1,1,1,0,2,Election,opposition,Independent,One Nation,Independent,VIC,female,0,58,0.5,0.35714285714285715,0.3333333333333333,0.11,0.825,17,4,5,4,4,1,1,1,1,1,0.7712702650775011,0.8506707042934329,0.7393223702983582,5,0.125,0,0.25,0.5,0.75,0
974,0,0,1,0,2,Control,ruling,Independent,Greens,Independent,NSW,female,0,23,1,0.42857142857142855,0.5,0.64,0.88,17,5,5,5,4,1,1,1,1,1,,,1.216359110144048,5,1,1,0.75,0.75,0.75,0
975,0,0,1,0,1,Court,ruling,Independent,No party ID,Independent,VIC,male,1,26,0.5,0.6428571428571429,0.8333333333333334,0.28,0.525,16,4,4,4,4,1,1,1,1,1,,,0.43849888084971844,5,0.5,0.25,0.5,0.5,0.25,0.5
976,1,1,0,0,2,Court,ruling,Independent,No party ID,Independent,WA,female,0,25,1,0.8571428571428571,0.5,0.55,0.53,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0.5,0.5,0.5,0.5,0.5,0.5
977,1,1,1,0,4,Protests,opposition,Independent,No party ID,Independent,NSW,female,0,56,1,0.2857142857142857,,0.5,0.4,16,5,1,1,1,1,1,0,0,0,-1.8957281943435025,-2.090888902697498,-1.9633635781659606,2,0,0.75,0.75,0.75,0.75,0.25
978,1,1,1,1,3,Protests,opposition,opposition,Coalition,In-group,VIC,male,1,60,0,0.5714285714285714,0.6666666666666666,0.5,0.675,16,5,3,2,2,1,1,0,0,0,-0.8791219493416814,-0.969625462912351,-0.9444328877476746,2,0,0.25,1,0.75,0.5,0.25
979,1,1,0,0,2,Election,opposition,Independent,Greens,Independent,QLD,female,0,14,1.5,0.8571428571428571,0.16666666666666666,0.63,0,17,5,4,4,5,1,1,1,1,1,1.0786602038507185,1.189705706093551,1.0546032500655986,5,0.125,0,0.75,0.5,0.5,0.5
980,1,1,0,0,2,Election,opposition,Independent,No party ID,Independent,VIC,male,1,39,0.5,0.5,,0.6,0.2,16,4,3,4,3,1,1,0,1,0,-0.04857476382398629,-0.05357542021782118,-0.07544810628040613,3,0.375,0.25,0.5,0.25,0.5,0.25
981,0,0,1,0,3,Protests,opposition,Independent,No party ID,Independent,QLD,female,0,35,1,0.35714285714285715,0.5,0.74,0.28,16,5,4,3,4,1,1,1,0,1,,,0.24700650195991067,4,0,0.5,1,1,0.5,0
982,0,0,1,0,2,Control,ruling,Independent,No party ID,Independent,NSW,male,1,29,0.5,0.35714285714285715,0.5,0.81,0.045,15,3,2,1,2,0,0,0,0,0,,,-1.8650652975199453,0,0,0,0.75,0.75,0.75,0.25
983,1,1,1,0,2,Court,ruling,Independent,No party ID,Independent,QLD,female,0,36,1,0.42857142857142855,,0.42,0.45,15,4,4,3,3,0,1,1,0,0,-0.32211787806850806,-0.3552791474134028,-0.36909786725596944,2,0,0,0.5,0.5,0.5,0.5
984,1,1,1,0,0,Court,opposition,Independent,One Nation,Independent,NSW,male,1,59,1,0.8571428571428571,0.8333333333333334,0,0.4,17,4,5,4,5,1,1,1,1,1,1.1050866620505297,1.2188527053060196,1.0825502135080702,5,0.875,0,0,0,0,1
985,1,1,1,0,1,Control,ruling,Independent,Independent,Independent,VIC,female,0,23,1.5,0.8571428571428571,0.5,0.6,0.45,17,5,5,3,3,1,1,1,0,0,0.26540278130350664,0.29272536634120533,0.20460214819883843,3,0.25,0.25,0.5,0.5,0.25,0.5
986,1,1,1,0,3,Election,opposition,Independent,Greens,Independent,QLD,male,1,24,0.5,0.9285714285714286,0.5,0.29,0.3,17,5,3,2,2,1,1,0,0,0,-0.7512034636983145,-0.8285380734439421,-0.8143285422194476,2,0,0.25,0.75,0.75,0.75,0.5
987,1,1,1,0,4,Protests,ruling,Independent,No party ID,Independent,NSW,female,0,35,0,0.42857142857142855,0.5,1,0.085,17,5,1,3,4,1,1,0,0,1,-0.11700111429364841,-0.12904610070672565,-0.1350465842731001,3,0,0.75,1,1,0.75,0
988,1,1,0,0,2,Control,ruling,Independent,No party ID,Independent,NSW,male,1,61,1,0.5714285714285714,0.6666666666666666,0.44,0.71,16,5,2,4,4,1,1,0,1,1,0.2588151749492312,0.2854595815822969,0.23983277348683424,4,0.125,0.5,0.75,0.75,0.5,0.25
989,1,1,1,0,1,Election,opposition,Independent,No party ID,Independent,QLD,male,1,41,1.5,0.9285714285714286,0.5,0.01,0.7,16,5,4,3,3,1,1,1,0,0,-0.04157077748240631,-0.045850390142333025,-0.0962213412498013,3,0.125,0,0,0,0,0.75
990,0,0,1,0,2,Control,ruling,Independent,No party ID,Independent,WA,female,0,64,0.5,0.2857142857142857,,0.98,0.305,16,3,4,3,3,1,0,1,0,0,,,-0.38176570220568334,2,0.25,0.25,0.5,0.5,0.5,0.5
991,1,1,1,0,1,Protests,ruling,Independent,No party ID,Independent,QLD,female,0,36,1.5,0.7142857142857143,0.3333333333333333,0.6,0.3,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0.25,0.25,0.5,0.5,0.25,0.75
992,1,1,1,0,2,Control,ruling,Independent,No party ID,Independent,VIC,female,0,49,0.5,0.7857142857142857,0.3333333333333333,0,0.47,17,5,4,5,5,1,1,1,1,1,1.4033399055944191,1.547810410835853,1.3888678094333475,5,0,0,0.5,0.5,0.25,0.5
993,1,1,0,0,2,Election,opposition,Independent,No party ID,Independent,QLD,female,0,34,0.5,0.7857142857142857,,0.56,0.02,15,3,3,3,3,0,0,0,0,0,-0.6538015661537888,-0.7211088822311932,-0.6825891916543231,0,0,0,0.5,0.5,0.5,0.5
994,1,1,1,1,0,Court,opposition,opposition,Coalition,In-group,VIC,male,1,54,1.5,0.9285714285714286,0.5,0.2,0.6,16,4,3,4,3,1,1,0,1,0,-0.04857476382398629,-0.05357542021782118,-0.07544810628040613,3,0.25,0,0.25,0.25,0.25,1
995,0,0,1,1,2,Control,opposition,ruling,Labor,Out-group,QLD,male,1,55,0.5,0.7142857142857143,0.5,1,0.19,16,3,1,1,1,1,0,0,0,0,,,-2.248907939121843,1,0.25,0.25,0.5,0.25,0.5,0.75
996,1,1,1,0,2,Election,ruling,Independent,No party ID,Independent,NSW,female,0,49,1,0.5714285714285714,,0.86,0.43,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0.375,0.25,0.5,0.5,0.5,0.5
997,0,0,1,0,2,Protests,ruling,Independent,No party ID,Independent,WA,female,0,52,0.5,0.42857142857142855,0.5,0.9,0.345,16,4,2,2,2,1,1,0,0,0,,,-1.2579242121460283,2,0,0,0.5,0.5,0.5,0.25
998,0,0,1,0,2,Court,opposition,Independent,Independent,Independent,NSW,female,0,51,1,0.7142857142857143,0.16666666666666666,1,0.78,16,4,4,4,4,1,1,1,1,1,,,0.43849888084971844,5,0.25,0.25,0.75,0.5,0.75,0.25
999,0,0,1,0,0,Court,opposition,Independent,No party ID,Independent,SA,female,0,30,,0.7142857142857143,,0.34,0.03,16,5,4,4,5,1,1,1,1,1,,,0.9244989045373715,5,0,0,0.25,0,0.75,0.75
1000,0,0,1,1,2,Control,opposition,ruling,Labor,Out-group,VIC,female,0,38,0.5,0.7857142857142857,0.5,0.57,0,17,5,5,4,4,1,1,1,1,1,,,0.8820945507762992,5,0,0,0.5,0.5,0.5,0.5
1001,1,1,1,0,3,Protests,ruling,Independent,No party ID,Independent,VIC,female,0,53,0.5,0.42857142857142855,1,0.92,0.175,15,4,4,3,4,0,1,1,0,1,0.011698518904520519,0.012902853599183741,-0.02587002404625747,3,0.25,0.75,0.75,0.75,0.75,0.5
1002,0,0,1,1,2,Protests,ruling,opposition,Coalition,Out-group,QLD,female,0,62,0.5,0.42857142857142855,,0.03,0.58,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,0.375,0.5,0.75,0.5,0.25,0.25
1003,1,1,1,1,2,Election,ruling,ruling,Labor,In-group,SA,female,0,46,0.5,0.42857142857142855,,0.91,0.395,15,3,2,1,2,0,0,0,0,0,-1.8160324397567644,-2.002988659743513,-1.8650652975199453,0,0,0,0.5,0.5,0.5,0.25
1004,1,1,1,1,1,Election,opposition,opposition,Coalition,In-group,SA,female,0,64,0,0.42857142857142855,0.16666666666666666,0.5,0.75,16,4,3,4,3,1,1,0,1,0,-0.04857476382398629,-0.05357542021782118,-0.07544810628040613,3,0.25,0,1,1,1,0
1005,1,1,1,1,1,Court,opposition,opposition,Coalition,In-group,QLD,male,1,57,0.5,0.42857142857142855,0.16666666666666666,0.44,0.79,16,4,4,3,4,1,1,1,0,1,0.1396170045478875,0.15399024306759262,0.10423432148196965,4,0.25,0.5,0.75,0.75,1,0
1006,0,0,1,0,2,Control,ruling,Independent,No party ID,Independent,QLD,female,0,31,1,0.35714285714285715,,0,0,16,4,4,3,3,1,1,1,0,0,,,-0.23899352172774233,3,0,0,0.5,0.5,0.5,0.5
1007,1,1,0,0,3,Control,ruling,Independent,No party ID,Independent,QLD,female,0,3,0.5,0.2857142857142857,0.16666666666666666,0.47,0.59,15,4,4,3,4,0,1,1,0,1,0.011698518904520519,0.012902853599183741,-0.02587002404625747,3,0,0,0.5,0.5,0.5,0.5
1008,1,1,1,0,1,Court,opposition,Independent,No party ID,Independent,QLD,female,0,50,1.5,0.2857142857142857,0.5,0.59,0.13,16,4,2,2,2,1,1,0,0,0,-1.210805637426962,-1.335455197730141,-1.2579242121460283,2,0.125,0,0.5,0.75,1,1
1009,1,1,0,1,4,Protests,opposition,opposition,Coalition,In-group,NSW,male,1,62,0.5,0.5,1,0,1,17,5,5,5,5,1,1,1,1,1,1.582394978736965,1.7452987778509825,1.55958695335376,5,0,1,1,1,1,0
1010,1,1,1,0,1,Control,ruling,Independent,No party ID,Independent,SA,female,0,41,0.5,0.2857142857142857,0.5,0.56,0.65,16,4,3,3,3,1,1,0,0,0,-0.37325446556768693,-0.4116801249601232,-0.40971266564815495,2,0.25,0.25,0.5,0.25,0,0.5
1011,1,1,1,0,0,Election,opposition,Independent,Greens,Independent,QLD,female,0,20,0.5,0.21428571428571427,0.5,0.22,0.07,15,5,5,5,5,0,1,1,1,1,1.3265580074502312,1.463123998914165,1.2993782622973058,4,0.75,0.25,0,0,0,0
1012,1,1,1,1,0,Court,opposition,ruling,Labor,Out-group,QLD,female,0,59,1.5,0.7857142857142857,0.3333333333333333,0.95,0.64,17,4,2,2,2,1,1,0,0,0,-1.0828871517835952,-1.1943678082617322,-1.1278198666178012,2,0.25,0,0.5,0.5,0,0.5
1013,0,0,1,1,2,Control,opposition,ruling,Labor,Out-group,QLD,female,0,52,1,0.42857142857142855,0,0.92,0,16,2,2,1,1,1,0,0,0,0,,,-2.2209609756793713,1,0,0,0.75,0.75,0.75,0.75
1014,1,1,1,0,3,Election,ruling,Independent,No party ID,Independent,NSW,female,0,52,1,0.2857142857142857,,1,0.25,17,3,2,3,4,1,0,0,0,1,-0.24320327103657216,-0.26824046929691814,-0.24987180130856948,2,0,0.5,0.75,1,0.75,0.25
1015,1,1,1,1,2,Court,ruling,ruling,Labor,In-group,NSW,female,0,47,1,0.21428571428571427,0.5,1,0.04,16,4,1,1,1,1,1,0,0,0,-2.048356809286237,-2.2592302705001592,-2.106135758643902,2,0.125,1,1,1,1,0
1016,0,0,1,0,2,Protests,opposition,Independent,No party ID,Independent,VIC,female,0,57,0.5,0.35714285714285715,0.3333333333333333,0,0.785,17,4,3,4,4,1,1,0,1,1,,,0.39788408245753293,4,0.125,0.25,0.5,0.75,0.5,0.5
1017,0,0,0,0,3,Protests,ruling,Independent,No party ID,Independent,QLD,male,1,50,1,0.21428571428571427,0.6666666666666666,0.65,0.55,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,0.75,0.75,0,0.75,0.25,0
1018,1,1,1,0,0,Control,ruling,Independent,No party ID,Independent,VIC,female,0,52,1,0.42857142857142855,0.6666666666666666,0,0.755,16,4,4,3,3,1,1,1,0,0,-0.19419939242514106,-0.21419175794499387,-0.23899352172774233,3,0,0,0.5,0.5,0.5,0.5
1019,1,1,1,1,2,Court,opposition,ruling,Labor,Out-group,VIC,female,0,16,1.5,0.9285714285714286,0.8333333333333334,1,0.405,16,5,1,4,5,1,1,0,1,1,0.4135764987797138,0.45615321557975397,0.41234147277613364,4,0.5,0.75,0.5,1,0.5,0.25
1020,0,0,1,0,0,Election,ruling,Independent,No party ID,Independent,QLD,male,1,62,1.5,0.35714285714285715,0.16666666666666666,0.09,0.39,16,4,4,3,4,1,1,1,0,1,,,0.10423432148196965,4,0.625,0.5,0.75,0.25,0.5,0.25
1021,1,1,0,1,3,Election,ruling,ruling,Labor,In-group,VIC,female,0,25,0.5,0.5714285714285714,0.5,0.9,0.32,15,3,2,3,2,0,0,0,0,0,-1.1666730362693631,-1.2867792502589088,-1.1965361787844477,0,0,0.25,0.25,1,0.5,1
1022,1,1,1,0,3,Protests,opposition,Independent,No party ID,Independent,NT,female,0,57,1,0.42857142857142855,0.5,0.76,0.59,15,4,3,3,3,0,1,0,0,0,-0.501172951211054,-0.5527675144285322,-0.539817011176382,1,0,0.5,0.75,0.75,0.75,0.5
1023,1,1,1,1,2,Court,opposition,ruling,Labor,Out-group,SA,female,0,54,1,0.2857142857142857,0.5,1,0.08,16,4,5,4,4,1,1,1,1,1,0.6433517794341341,0.7095833148250241,0.6092180247701311,5,0.25,0,0,0.5,0,1
1024,0,0,0,1,1,Protests,ruling,opposition,Coalition,Out-group,VIC,male,1,62,1.5,0.21428571428571427,0,0.03,0.945,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,0.75,0.75,0,0,0,1
1025,1,1,1,0,2,Control,ruling,Independent,No party ID,Independent,QLD,female,0,21,,0.35714285714285715,,0,0,16,4,3,4,3,1,1,0,1,0,-0.04857476382398629,-0.05357542021782118,-0.07544810628040613,3,0,0,0.25,0.5,0.25,0.5
1026,1,1,1,1,1,Election,opposition,opposition,Coalition,In-group,NSW,male,1,64,1,0.42857142857142855,0.3333333333333333,0.48,0.555,16,3,4,4,2,1,0,1,1,0,-0.35596470259720386,-0.39261042201793933,-0.3907289860476465,3,0.375,0,0.25,0.5,0.25,1
1027,1,1,1,0,0,Court,opposition,Independent,Independent,Independent,VIC,male,1,29,0.5,0.8571428571428571,0.16666666666666666,0.35,0.275,15,4,2,1,1,0,1,0,0,0,-1.9972202217870583,-2.2028292929534383,-2.065520960251716,1,0.5,0,0,0.5,0.5,1
1028,1,1,1,0,0,Election,ruling,Independent,No party ID,Independent,VIC,male,1,61,1.5,0.5714285714285714,0.3333333333333333,1,0.145,15,3,2,2,3,0,0,0,0,0,-1.1575363410400354,-1.2767019539886244,-1.1875728949424844,0,1,0,0.25,0,0,1
1029,1,1,0,1,3,Protests,opposition,opposition,Coalition,In-group,VIC,female,0,57,1.5,0.35714285714285715,0.5,0,0.885,16,4,2,3,4,1,1,0,0,1,-0.21849314173720427,-0.24098649096266608,-0.23720396635885557,3,0,0,0.75,0.75,0.75,0.75
1030,0,0,1,1,1,Control,ruling,ruling,Labor,In-group,QLD,female,0,12,1.5,0.7857142857142857,0.8333333333333334,0.69,0.78,14,2,2,2,3,0,0,0,0,0,,,-1.4604494209486525,0,0.5,0.5,1,0,0.5,0
1031,0,0,1,0,3,Court,opposition,Independent,Greens,Independent,QLD,male,1,10,0.5,0.9285714285714286,,0.36,0.28,13,2,2,3,2,0,0,0,0,0,,,-1.599517050318843,0,0.125,0.25,0.25,0.25,0,0.5
1032,0,0,1,0,0,Control,opposition,Independent,No party ID,Independent,SA,female,0,51,1,0.7857142857142857,,0.01,0.01,17,4,4,4,4,1,1,1,1,1,,,0.5686032263779456,5,0,0,0,0,0,1
1033,0,0,1,0,1,Election,ruling,Independent,No party ID,Independent,SA,female,0,3,1.5,0.07142857142857142,0.3333333333333333,0.65,0.825,13,4,3,1,2,0,1,0,0,0,,,-1.811782664178046,1,0.875,0.25,0,0,0.75,0
1034,0,0,1,0,1,Election,ruling,Independent,Greens,Independent,NSW,female,0,19,1.5,0.7142857142857143,0.6666666666666666,0.27,0.635,16,5,5,4,5,1,1,1,1,1,,,1.0952180484577843,5,1,0.5,0.25,0.5,0.25,0.5
1035,1,1,0,1,3,Court,opposition,ruling,Labor,Out-group,VIC,female,0,64,0.5,0.42857142857142855,1,0.93,0.16,15,3,2,3,4,0,0,0,0,1,-0.499040242323306,-0.5504152482337358,-0.5100804923650237,1,0.375,0,0,0.5,0.25,1
1036,1,1,0,1,2,Protests,ruling,opposition,Coalition,Out-group,NSW,female,0,28,1,0.5714285714285714,0.5,0,0.75,15,3,1,1,1,0,0,0,0,0,-2.328903909872339,-2.568659027771229,-2.37901228465007,0,0,0.5,0.5,0.5,0.5,0.5
1037,0,0,1,0,2,Protests,ruling,Independent,No party ID,Independent,NSW,female,0,58,0.5,0.5,0.5,0.22,0.54,16,4,4,3,4,1,1,1,0,1,,,0.10423432148196965,4,0,0,0.25,0.25,0.25,0.5
1038,0,0,1,1,1,Control,opposition,opposition,Coalition,In-group,NSW,female,0,54,1,0.42857142857142855,0,0.18,0.5,16,4,3,4,3,1,1,0,1,0,,,-0.07544810628040613,3,0,0.25,0.75,0.75,0.5,0.25
1039,1,1,1,0,1,Protests,opposition,Independent,No party ID,Independent,SA,female,0,38,1.5,0.5,0.16666666666666666,0.55,0.64,16,4,4,4,4,1,1,1,1,1,0.4642967062915882,0.5120949478098947,0.43849888084971844,5,0.5,0.25,0.75,0.25,0.5,0.5
1040,0,0,0,0,2,Election,ruling,Independent,No party ID,Independent,NSW,male,1,24,1.5,0.5714285714285714,,1,0.5,16,4,3,4,3,1,1,0,1,0,,,-0.07544810628040613,3,0.875,0.5,0.5,0.5,1,0.75
1041,1,1,1,0,2,Court,opposition,Independent,No party ID,Independent,SA,male,1,46,0.5,0.7142857142857143,,0.81,0.395,16,4,4,4,3,1,1,1,1,0,0.1304803093185596,0.14391294679730818,0.0952710376400065,4,0.125,0.25,0.25,0.5,0.5,0.25
1042,0,0,0,0,2,Control,ruling,Independent,One Nation,Independent,QLD,female,0,42,1,0.5,,0.02,0,16,3,3,3,3,1,0,0,0,0,,,-0.5524848461260959,1,0.5,0.5,0.5,0.5,0.5,0.5
1043,1,1,1,1,0,Control,ruling,opposition,Coalition,Out-group,QLD,female,0,44,1,0.42857142857142855,1,0,0.85,17,5,4,4,5,1,1,1,1,1,1.0786602038507185,1.189705706093551,1.0546032500655986,5,0.625,0,0,0,0,1
1044,0,0,1,1,3,Control,ruling,ruling,Labor,In-group,SA,female,0,50,1,0,0.8333333333333334,0.82,0.3,16,4,3,4,4,1,1,0,1,1,,,0.26777973692930584,4,0.375,0.5,0.25,0.5,0.25,0.75
1045,1,1,1,1,2,Election,opposition,opposition,Coalition,In-group,NSW,female,0,55,1.5,0.8571428571428571,0.8333333333333334,0,0.65,16,5,3,4,3,1,1,0,1,0,0.10405385111874851,0.11476594758483973,0.06732407419753489,3,0.125,0,0.75,0.75,0.75,0.75
1046,1,1,1,0,2,Protests,opposition,Independent,No party ID,Independent,QLD,female,0,34,1,0.35714285714285715,,0.5,0.5,15,4,4,3,3,0,1,1,0,0,-0.32211787806850806,-0.3552791474134028,-0.36909786725596944,2,0,0,0.5,0.5,0.5,0.5
1047,1,1,1,0,2,Court,ruling,Independent,No party ID,Independent,QLD,female,0,35,1.5,0.9285714285714286,,0.16,0.73,16,4,4,3,4,1,1,1,0,1,0.1396170045478875,0.15399024306759262,0.10423432148196965,4,0.375,0,0.5,0.25,0.25,0.75
1048,0,0,0,0,2,Control,ruling,Independent,No party ID,Independent,WA,female,0,54,1,0.21428571428571427,,0.6,0.425,17,5,2,4,5,1,1,0,1,1,,,0.7131649622247734,4,0.5,0.25,0,0.25,0,0.25
1049,1,1,1,1,3,Court,opposition,ruling,Labor,Out-group,NSW,male,1,49,1,0.8571428571428571,1,0.91,0.355,17,5,3,4,5,1,1,0,1,1,0.8996051307081727,0.9922173390784217,0.883884106145186,4,0.375,0.25,0.75,0.75,0.75,0.25
1050,1,1,0,0,2,Protests,ruling,Independent,No party ID,Independent,NSW,female,0,56,0.5,0.42857142857142855,,0.71,0.365,15,3,3,2,3,0,0,0,0,0,-0.9784812678974895,-1.0792135869734951,-1.0168537510220719,0,0,0,0.5,0.5,0.75,0.75
1051,0,0,1,0,3,Control,ruling,Independent,Greens,Independent,VIC,female,0,2,0.5,0.35714285714285715,0.5,0.65,0.545,16,3,3,2,4,1,0,0,0,1,,,-0.5435215622841328,2,0.625,0.5,0.5,0.5,0.75,0.5
1052,0,0,1,0,1,Protests,opposition,Independent,No party ID,Independent,QLD,female,0,32,1,0.5,,0.96,0.13,16,4,4,3,4,1,1,1,0,1,,,0.10423432148196965,4,0.375,0.5,0.75,0.5,0.5,0.5
1053,0,0,0,0,2,Election,opposition,Independent,No party ID,Independent,NT,female,0,17,0.5,0.8571428571428571,0.6666666666666666,0,0,17,5,3,3,3,1,1,0,0,0,,,-0.1368361396419868,2,0,0,0.75,0.5,0.5,0.5
1054,1,1,1,0,2,Control,opposition,Independent,No party ID,Independent,NSW,male,1,35,1.5,0.8571428571428571,0.5,0.5,0.455,17,5,3,3,4,1,1,0,0,1,0.2411090319914434,0.26593063332353306,0.20639170356772518,3,0.375,0.5,0.75,0.75,0.5,0.25
1055,1,1,0,0,0,Court,ruling,Independent,No party ID,Independent,SA,female,0,58,0.5,0.8571428571428571,0.8333333333333334,0.38,0.325,17,4,3,3,4,1,1,0,0,1,0.0884804170487086,0.0975892655208722,0.06361952308978415,3,0.875,0,0,0,0,1
1056,0,0,0,1,0,Court,ruling,opposition,Coalition,Out-group,NSW,male,1,9,1.5,0.7857142857142857,0.5,0,1,17,5,5,5,5,1,1,1,1,1,,,1.55958695335376,5,0.25,0,1,0,1,1
1057,1,1,1,0,0,Election,opposition,Independent,Greens,Independent,VIC,female,0,12,1.5,0.5,0,0.7,0.235,15,4,3,3,3,0,1,0,0,0,-0.501172951211054,-0.5527675144285322,-0.539817011176382,1,0.375,0,0.25,0.5,0.25,1
1058,1,1,1,1,4,Protests,ruling,ruling,Labor,In-group,NSW,male,1,44,1.5,0.35714285714285715,0.16666666666666666,1,0.02,17,2,3,2,3,1,0,0,0,0,-0.8752729115534902,-0.9653801758393381,-0.8994172404435588,1,0.25,0,1,0.75,0.75,0.75
1059,0,0,0,0,2,Court,ruling,Independent,No party ID,Independent,QLD,female,0,28,0.5,0,,0.19,0.24,15,5,3,3,5,0,1,0,0,1,,,0.28941085572098296,2,0.375,0,0.75,1,0.25,0
1060,0,0,1,1,0,Control,opposition,ruling,Labor,Out-group,ACT,male,1,28,1.5,0.8571428571428571,0.5,0.7,0.5,16,4,2,4,4,1,1,0,1,1,,,0.09706059300889322,4,0.125,0.5,0.25,0,0.25,0.5
1061,1,1,0,1,0,Protests,opposition,ruling,Labor,Out-group,WA,female,0,41,1.5,0.8571428571428571,0,0.76,0.055,17,4,2,3,4,1,1,0,0,1,-0.09057465609383732,-0.0998991014942572,-0.10709962083062848,3,0.375,0,0.25,0.5,0,1
1062,0,0,1,0,1,Election,ruling,Independent,One Nation,Independent,VIC,female,0,17,0.5,0.8571428571428571,0,1,0.16,14,3,3,2,1,0,0,0,0,0,,,-1.833413782969723,0,0.625,1,1,0.25,1,0.5
1063,1,1,1,1,0,Court,ruling,opposition,Coalition,Out-group,NSW,male,1,18,1.5,0.9285714285714286,0.16666666666666666,0.6,0.53,16,3,2,2,3,1,0,0,0,0,-1.0296178553966684,-1.1356145645202156,-1.0574685494142573,1,0.5,0.25,0.25,0,0.25,0.75
1064,1,1,1,0,2,Control,opposition,Independent,No party ID,Independent,NSW,male,1,44,1,0.8571428571428571,0.16666666666666666,0,0.88,14,4,3,1,1,0,1,0,0,0,-1.9460836342878793,-2.146428315406718,-2.0249061618595308,1,0,0.25,0.25,0.5,1,0.5
1065,1,1,1,0,2,Control,opposition,Independent,No party ID,Independent,NSW,female,0,8,1.5,0,,0,0,15,3,3,3,3,0,0,0,0,0,-0.6538015661537888,-0.7211088822311932,-0.6825891916543231,0,0.5,0.5,1,0,1,0
1066,0,0,0,0,2,Election,opposition,Independent,No party ID,Independent,NSW,male,1,45,0.5,0.2857142857142857,,0.17,0.155,16,3,5,5,4,1,0,1,1,1,,,0.8007104036599388,4,0,0,0,1,0,1
1067,1,1,1,0,1,Protests,ruling,Independent,One Nation,Independent,QLD,male,1,51,1,0.7857142857142857,0.5,0.5,0.4,15,3,3,2,4,0,0,0,0,1,-0.6446648709244609,-0.7110315859609087,-0.67362590781236,1,0,0.25,0.5,0.5,0.5,0.75
1068,1,1,1,0,2,Election,ruling,Independent,No party ID,Independent,NSW,female,0,55,0.5,0.35714285714285715,0.5,0.35,0.6,15,4,3,3,4,0,1,0,0,1,-0.1673565542380254,-0.18458551341594565,-0.19658916796667006,2,0,0,0.5,0.75,0.5,0.5
1069,1,1,1,1,4,Court,opposition,opposition,Coalition,In-group,NSW,male,1,29,0,0.8571428571428571,1,0.91,0.955,17,5,5,5,5,1,1,1,1,1,1.582394978736965,1.7452987778509825,1.55958695335376,5,0.75,1,1,0.25,1,0
